,prompt,classes,answer_index
274,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""it took about an hour but they all* arrived on time.""
 A. ""it took about an hour but they some arrived on time.""
 B. ""it took about an hour but they all arrived on time.""
Output:","[' A.', ' B.']",0
275,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""tom fond that he was no longer happy* in his job.""
 A. ""tom fond that he was no longer unhappy in his job.""
 B. ""tom fond that he was no longer happy in his job.""
Output:","[' A.', ' B.']",0
276,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""tom decided that it was time to find a new* job.""
 A. ""tom decided that it was time to find a new job.""
 B. ""tom decided that it was time to find a worn job.""
Output:","[' A.', ' B.']",1
277,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""tom went on* job interviews and talked to a lot of people.""
 A. ""tom went off job interviews and talked to a lot of people.""
 B. ""tom went on job interviews and talked to a lot of people.""
Output:","[' A.', ' B.']",0
278,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""paul graduated from high* school.""
 A. ""paul graduated from high-pitched school.""
 B. ""paul graduated from low school.""
Output:","[' A.', ' B.']",1
279,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""harvey's roommates teased him about being so thin*.""
 A. ""harvey's roommates teased him about being so thin.""
 B. ""harvey's roommates teased him about being so thick.""
Output:","[' A.', ' B.']",1
280,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""when i went to check out*, i was ten dollars over!""
 A. ""when i went to check safe, i was ten dollars over!""
 B. ""when i went to check out, i was ten dollars over!""
Output:","[' A.', ' B.']",0
281,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""my family's red car broke down last* year.""
 A. ""my family's red car broke down first year.""
 B. ""my family's red car broke down last year.""
Output:","[' A.', ' B.']",0
282,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""our family needed a 2 door car that had good* gas mileage.""
 A. ""our family needed a 2 door car that had evil gas mileage.""
 B. ""our family needed a 2 door car that had upright gas mileage.""
Output:","[' A.', ' B.']",0
283,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""we visited a few* people who were selling cars.""
 A. ""we visited a many people who were selling cars.""
 B. ""we visited a few people who were selling cars.""
Output:","[' A.', ' B.']",0
284,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""my parents searched multiple* dealerships.""
 A. ""my parents searched single dealerships.""
 B. ""my parents searched multiple dealerships.""
Output:","[' A.', ' B.']",0
285,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""gina's phone died as they drove on* the highway.""
 A. ""gina's phone died as they drove on the highway.""
 B. ""gina's phone died as they drove off the highway.""
Output:","[' A.', ' B.']",1
286,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""she plugged it in the front* seat, but she was in the backseat.""
 A. ""she plugged it in the back seat, but she was in the backseat.""
 B. ""she plugged it in the front seat, but she was in the backseat.""
Output:","[' A.', ' B.']",0
287,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""she was on the end and it was too far*.""
 A. ""she was on the end and it was too far.""
 B. ""she was on the end and it was too near.""
Output:","[' A.', ' B.']",1
288,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""i was just* sitting on the porch enjoying my day.""
 A. ""i was just sitting on the porch enjoying my day.""
 B. ""i was unjust sitting on the porch enjoying my day.""
Output:","[' A.', ' B.']",1
289,"Replace the adjective marked with ""*"" with its opposite meaning.

Input: ""he had been working so hard this past* month.""
 A. ""he had been working so hard this present month.""
 B. ""he had been working so hard this past month.""
Output: A

Input: ""he ordered* tickets for a weekend snowboarding trip.""
 A. ""he ordered tickets for a weekend snowboarding trip.""
 B. ""he disordered tickets for a weekend snowboarding trip.""
Output: B

Input: ""olivia went out* with harry on a date.""
 A. ""olivia went safe with harry on a date.""
 B. ""olivia went out with harry on a date.""
Output: A

Input: ""harry thought the date was going well*.""
 A. ""harry thought the date was going well.""
 B. ""harry thought the date was going ill.""
Output: B

Input: ""olivia thinks he is a complete* jerk and never wants to see him again.""
 A. ""olivia thinks he is a consummate jerk and never wants to see him again.""
 B. ""olivia thinks he is a incomplete jerk and never wants to see him again.""
Output: B

Input: ""i called a couple of friends, but they were busy*.""
 A. ""i called a couple of friends, but they were fussy.""
 B. ""i called a couple of friends, but they were idle.""
Output: B

Input: ""finally, i called my grandson, who came right* over.""
 A. ""finally, i called my grandson, who came right over.""
 B. ""finally, i called my grandson, who came wrong over.""
Output: B

Input: ""he helped me move the bed to the right* spot.""
 A. ""he helped me move the bed to the wrong spot.""
 B. ""he helped me move the bed to the right spot.""
Output: A

Input: ""hannah had a beautiful* cat that she loved very much.""
 A. ""hannah had a ugly cat that she loved very much.""
 B. ""hannah had a beautiful cat that she loved very much.""
Output: A

Input: ""however, she noticed* that her cat was getting very old.""
 A. ""however, she unnoticed that her cat was getting very old.""
 B. ""however, she noticed that her cat was getting very old.""
Output: A

Input: ""when out of the blue, a loud* bang disturbed my peace.""
 A. ""when out of the blue, a loud bang disturbed my peace.""
 B. ""when out of the blue, a soft bang disturbed my peace.""
Output:","[' A.', ' B.']",1
